symbol,support_0,precision_0,recall_0,f1_0,support_1,precision_1,recall_1,f1_1,accuracy
INTC,73,0.5263157894736842,0.547945205479452,0.5369127516778524,73,0.5285714285714286,0.5068493150684932,0.5174825174825175,0.5273972602739726
SMSN,57,0.42696629213483145,0.6666666666666666,0.5205479452054794,80,0.6041666666666666,0.3625,0.453125,0.48905109489051096
TSMC,64,0.39361702127659576,0.578125,0.46835443037974683,82,0.4807692307692308,0.3048780487804878,0.373134328358209,0.4246575342465753
